clearinghouse_id,system_name,county,population,service_connections,total_population,clearinghouse_water_type
CA3301879,SHARONDALE MESA HOA,RIVERSIDE,323,244,323,"Consecutive Connections,Groundwater & GWUDI"
CA3110026,NEVADA ID - NORTH AUBURN,PLACER,6870,2383,6870,Surface Water
CA1500584,GOOSELAKE WATER COMPANY,KERN,90,32,90,"Consecutive Connections,Groundwater & GWUDI"
CA3600196,CSA 70 W-4 PIONEERTOWN,SAN BERNARDINO,451,122,451,"Consecutive Connections,Groundwater & GWUDI"
CA3410005,RANCHO MURIETA COMMUNITY SERVI,SACRAMENTO,5874,2824,5874,Surface Water
CA3410010,CAL AM - SUBURBAN ROSEMONT,SACRAMENTO,53757,16290,53757,"Consecutive Connections,Groundwater & GWUDI"
CA3600260,SMILEY PARK COUNTRY CLUB,SAN BERNARDINO,530,102,530,"Consecutive Connections,Groundwater & GWUDI"
CA3310004,BOX SPRINGS MUTUAL WC,RIVERSIDE,3542,654,3542,"Consecutive Connections,Groundwater & GWUDI"
CA3410017,CAL AM - PARKWAY,SACRAMENTO,49150,14894,49150,"Consecutive Connections,Groundwater & GWUDI"
CA3110050,PLACER CWA - APPLEGATE,PLACER,180,68,180,Surface Water
CA3310006,"BANNING, CITY OF",RIVERSIDE,31179,11337,31179,"Consecutive Connections,Groundwater & GWUDI"
CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,520746,145404,520746,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310016,"HEMET, CITY OF",RIVERSIDE,33828,9692,33828,"Consecutive Connections,Groundwater & GWUDI"
CA3600382,MWD OF SO CAL IRON MOUNTAIN,SAN BERNARDINO,31,38,31,Surface Water
CA3310018,HOME GARDENS COUNTY WD,RIVERSIDE,3095,864,3095,Consecutive Connections
CA3610050,"UPLAND, CITY OF",SAN BERNARDINO,78376,18905,78376,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310029,"PERRIS, CITY OF",RIVERSIDE,7854,2557,7854,Consecutive Connections
CA3310030,PINE COVE WATER DISTRICT,RIVERSIDE,1540,1116,1540,"Consecutive Connections,Groundwater & GWUDI"
CA3210001,IVCSD-GREENVILLE,PLUMAS,630,274,630,"Groundwater & GWUDI,Hauled Water,Spring Water,Surface Water"
CA3310048,COACHELLA VWD: I.D. NO. 8,RIVERSIDE,4600,1635,4600,"Consecutive Connections,Groundwater & GWUDI"
CA3610851,CALIFORNIA INSTITUTION FOR WOMEN,SAN BERNARDINO,927,1063,927,Consecutive Connections
CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,194444,46722,194444,"Consecutive Connections,Groundwater & GWUDI"
CA3610005,LAKE ARROWHEAD CSD,SAN BERNARDINO,7008,7920,7008,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3310083,CHINO BASIN DESALTER AUTH. - DESALTER 2,RIVERSIDE,0,7,0,"Consecutive Connections,Groundwater & GWUDI"
CA3301226,MWD - EAGLE MOUNTAIN,RIVERSIDE,16,25,16,Surface Water
CA3301294,GLEN IVY HOT SPRINGS,RIVERSIDE,1047,49,1047,"Consecutive Connections,Groundwater & GWUDI"
CA3600010,LIBERTY UTILITIES APPLE VALLEY,SAN BERNARDINO,170,50,170,"Consecutive Connections,Groundwater & GWUDI"
CA3610034,ONTARIO MUNICIPAL UTILITIES COMPANY,SAN BERNARDINO,185010,41923,185010,"Consecutive Connections,Groundwater & GWUDI"
CA3410023,CAL AM - FRUITRIDGE VISTA,SACRAMENTO,15167,4596,15167,"Consecutive Connections,Groundwater & GWUDI"
CA3701408,YUIMA MUNICIPAL WATER DISTRICT,SAN DIEGO,360,105,360,"Consecutive Connections,Groundwater & GWUDI"
CA3610052,VICTORVILLE WATER DISTRICT,SAN BERNARDINO,124653,37976,124653,"Consecutive Connections,Groundwater & GWUDI"
CA3510001,"HOLLISTER, CITY OF",SAN BENITO,23358,7828,23358,"Consecutive Connections,Groundwater & GWUDI"
CA3510003,SUNNYSLOPE COUNTY WATER DIST,SAN BENITO,23499,7234,23499,"Consecutive Connections,Groundwater & GWUDI"
CA3310001,COACHELLA VWD: COVE COMMUNITY,RIVERSIDE,270000,110522,270000,"Consecutive Connections,Groundwater & GWUDI"
CA3610073,HI DESERT WD,SAN BERNARDINO,26032,11016,26032,"Consecutive Connections,Groundwater & GWUDI"
CA3710005,CARLSBAD MWD,SAN DIEGO,92865,28226,92865,Consecutive Connections
CA3310031,"RIVERSIDE, CITY OF",RIVERSIDE,300488,66226,300488,"Consecutive Connections,Groundwater & GWUDI"
CA3410009,FAIR OAKS WATER DISTRICT,SACRAMENTO,35377,14270,35377,"Consecutive Connections,Groundwater & GWUDI"
CA3710023,SANTA FE I.D.,SAN DIEGO,21539,6510,21539,"Consecutive Connections,Surface Water"
CA3710029,OLIVENHAIN MWD,SAN DIEGO,86614,22705,86614,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3700866,DEL DIOS MUTUAL WATER COMPANY,SAN DIEGO,330,148,330,"Consecutive Connections,Groundwater & GWUDI"
CA3710044,RINCON DEL DIABLO MWD (ID-A),SAN DIEGO,3316,1057,3316,Consecutive Connections
CA3610013,"LOMA LINDA, CITY OF",SAN BERNARDINO,24791,5823,24791,"Consecutive Connections,Groundwater & GWUDI"
CA3610004,WEST VALLEY WATER DISTRICT,SAN BERNARDINO,98055,23436,98055,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3610014,"COLTON, CITY OF",SAN BERNARDINO,46525,10312,46525,"Consecutive Connections,Groundwater & GWUDI"
CA3410013,CAL AM - LINCOLN OAKS,SACRAMENTO,47546,14408,47546,"Consecutive Connections,Groundwater & GWUDI"
CA3410015,GOLDEN STATE WATER CO. - CORDOVA,SACRAMENTO,47060,14863,47060,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410002,SCWA - ARDEN PARK VISTA,SACRAMENTO,10035,3060,10035,"Consecutive Connections,Groundwater & GWUDI"
CA3610026,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,SAN BERNARDINO,1239,335,1239,"Consecutive Connections,Groundwater & GWUDI"
CA3610038,"RIALTO, CITY OF",SAN BERNARDINO,54453,11996,54453,"Consecutive Connections,Groundwater & GWUDI"
CA3610028,MARYGOLD MWC,SAN BERNARDINO,3055,951,3055,"Consecutive Connections,Groundwater & GWUDI"
CA3410032,FOLSOM STATE PRISON,SACRAMENTO,4730,2790,4730,Surface Water
CA3710027,VISTA IRRIGATION DISTRICT,SAN DIEGO,132838,27760,132838,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3410045,CAL AM - ARDEN,SACRAMENTO,3950,1197,3950,"Consecutive Connections,Groundwater & GWUDI"
CA3610045,LACSD - RIMFOREST,SAN BERNARDINO,817,292,817,Consecutive Connections
CA3610046,VALLEY VIEW PARK MWC,SAN BERNARDINO,499,218,499,"Consecutive Connections,Groundwater & GWUDI"
CA3710037,PADRE DAM MWD,SAN DIEGO,88963,23241,88963,Consecutive Connections
CA3410018,RIO LINDA/ELVERTA COMMUNITY WATER DIST,SACRAMENTO,15404,4646,15404,"Consecutive Connections,Groundwater & GWUDI"
CA3410704,SCWA MATHER-SUNRISE,SACRAMENTO,25988,7875,25988,"Consecutive Connections,Groundwater & GWUDI"
CA3600446,UPPER LITTLE BEAR MOUNTAIN CLUB,SAN BERNARDINO,25,36,25,"Consecutive Connections,Groundwater & GWUDI"
CA3710700,CAMP PENDLETON (NORTH),SAN DIEGO,15000,1605,15000,"Consecutive Connections,Groundwater & GWUDI"
CA3610093,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,SAN BERNARDINO,2654,798,2654,"Consecutive Connections,Groundwater & GWUDI"
CA3500556,MISSION FARM R.V. PARK,SAN BENITO,110,173,110,"Consecutive Connections,Groundwater & GWUDI"
CA3610105,GOLDEN STATE WATER CO - APPLE VLY NORTH,SAN BERNARDINO,2008,743,2008,"Consecutive Connections,Groundwater & GWUDI"
CA3610107,GOLDEN STATE WATER CO - APPLE VLY SOUTH,SAN BERNARDINO,6167,1952,6167,"Consecutive Connections,Groundwater & GWUDI"
CA1510015,OILDALE MWC,KERN,39756,12207,39756,"Consecutive Connections,Groundwater & GWUDI"
CA3610012,"CHINO, CITY OF",SAN BERNARDINO,84560,22817,84560,"Consecutive Connections,Groundwater & GWUDI"
CA3510006,MISSION OAKS MOBILE HOME PARK,SAN BENITO,550,238,550,"Consecutive Connections,Groundwater & GWUDI"
CA3610019,SAN BERNARDINO VALLEY WD,SAN BERNARDINO,109608,1,109608,"Consecutive Connections,Groundwater & GWUDI"
CA3610024,HESPERIA WD,SAN BERNARDINO,100324,27583,100324,"Consecutive Connections,Groundwater & GWUDI"
CA3910005,"MANTECA, CITY OF",SAN JOAQUIN,84625,25967,84625,"Consecutive Connections,Groundwater & GWUDI"
CA3600152,LOMA LINDA UNIVERSITY,SAN BERNARDINO,16327,97,16327,"Consecutive Connections,Groundwater & GWUDI"
CA3610036,"CHINO HILLS, CITY OF",SAN BERNARDINO,77058,21799,77964,"Consecutive Connections,Groundwater & GWUDI"
CA3600185,OAK GLEN DOMESTIC WATER,SAN BERNARDINO,175,50,175,"Consecutive Connections,Groundwater & GWUDI"
CA3600258,SKY FOREST MWC,SAN BERNARDINO,492,159,492,"Consecutive Connections,Groundwater & GWUDI"
CA3610048,TERRACE WATER COMPANY,SAN BERNARDINO,2400,606,2400,"Consecutive Connections,Groundwater & GWUDI"
CA3600383,MWD OF SO CAL GENE PLANT,SAN BERNARDINO,103,61,103,Surface Water
CA3700937,LAZY H MUTUAL WATER COMPANY,SAN DIEGO,142,43,142,"Consecutive Connections,Groundwater & GWUDI"
CA3710015,"POWAY, CITY OF",SAN DIEGO,49779,13980,49779,"Consecutive Connections,Surface Water"
CA3710016,RAINBOW MUNICIPAL WD,SAN DIEGO,23536,8849,23536,Consecutive Connections
CA3610057,RIVERSIDE HIGHLAND WATER COMPANY,SAN BERNARDINO,19503,5943,19503,"Consecutive Connections,Groundwater & GWUDI"
CA3710034,OTAY WATER DISTRICT,SAN DIEGO,227957,50431,227957,Consecutive Connections
CA3600301,STRAWBERRY LODGE MWC,SAN BERNARDINO,381,137,381,"Consecutive Connections,Groundwater & GWUDI"
CA3601048,BARTON FLATS WATER SYSTEM,SAN BERNARDINO,1070,16,1070,Surface Water
CA3610085,SAN ANTONIO WATER COMPANY,SAN BERNARDINO,3111,1219,3111,"Consecutive Connections,Groundwater & GWUDI"
CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,834046,171032,834046,"Consecutive Connections,Groundwater & GWUDI"
CA3710004,"DEL MAR, CITY OF",SAN DIEGO,3929,1869,3929,Consecutive Connections
CA3710006,"ESCONDIDO, CITY OF",SAN DIEGO,137941,26943,137941,"Consecutive Connections,Surface Water"
CA3610114,CLAWA,SAN BERNARDINO,2320,1236,2320,Surface Water
CA3710012,RANCHO PAUMA MUTUAL WC,SAN DIEGO,899,387,899,"Consecutive Connections,Groundwater & GWUDI"
CA3610018,CUCAMONGA VALLEY WATER DISTRICT,SAN BERNARDINO,202248,48321,202248,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,SAN JOAQUIN,175026,44213,175026,"Consecutive Connections,Groundwater & GWUDI"
CA3710019,RAMONA MUNICIPAL WD,SAN DIEGO,35135,9613,35135,Consecutive Connections
CA3710026,VALLEY CENTER MWD,SAN DIEGO,29708,9578,29708,Consecutive Connections
CA3610029,MONTE VISTA CWD,SAN BERNARDINO,56422,11976,56422,"Consecutive Connections,Groundwater & GWUDI"
CA3710042,SAN DIEGO COUNTY WATER AUTHORITY,SAN DIEGO,0,98,0,"Consecutive Connections,Surface Water"
CA3610037,REDLANDS CITY MUD-WATER DIV,SAN BERNARDINO,78025,23872,78025,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3710045,POSEIDON RESOURCES - CDP,SAN DIEGO,0,1,0,Surface Water
CA3910027,MOUNTAIN HOUSE COMMUNITY SERVICES DIST.,SAN JOAQUIN,24040,7285,24040,Surface Water
CA3710047,CAMPO HILLS-COUNTY PUBLIC WORKS WASTEWTR,SAN DIEGO,500,222,500,"Consecutive Connections,Groundwater & GWUDI"
CA4010024,SLO CWWD NO. 23 - SANTA MARGARITA,SAN LUIS OBISPO,1291,503,1291,"Consecutive Connections,Groundwater & GWUDI"
CA3610055,YUCAIPA VALLEY WATER DISTRICT,SAN BERNARDINO,51900,13557,51900,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4100503,BUTANO CANYON MUTUAL,SAN MATEO,150,94,150,Surface Water
CA3610002,ALPINE WATER USERS ASSOCIATION,SAN BERNARDINO,2534,933,2534,"Consecutive Connections,Groundwater & GWUDI"
CA4100512,LOMA MAR MUTUAL,SAN MATEO,65,34,65,Surface Water
CA4100529,CAMP LOMA MAR,SAN MATEO,187,21,187,"Groundwater & GWUDI,Hauled Water,Surface Water"
CA3610011,CEDARPINES PARK MWC,SAN BERNARDINO,2458,745,2458,"Consecutive Connections,Groundwater & GWUDI"
CA3610701,USMC NEBO (BARSTOW),SAN BERNARDINO,1150,419,1150,Consecutive Connections
CA3700934,PAUMA VALLEY WATER COMPANY,SAN DIEGO,193,77,193,"Consecutive Connections,Groundwater & GWUDI"
CA3901159,WILKINSON MANOR A-ZONE PWS,SAN JOAQUIN,125,38,125,Consecutive Connections
CA4110018,CITY OF MILLBRAE,SAN MATEO,22795,6613,22795,"Consecutive Connections,Hauled Water"
CA4110023,CITY OF SAN BRUNO,SAN MATEO,44745,11206,46085,"Consecutive Connections,Groundwater & GWUDI"
CA4200572,LAS POSITAS MUTUAL WATER COMPANY,SANTA BARBARA,200,62,200,"Consecutive Connections,Groundwater & GWUDI"
CA3610041,SAN GABRIEL VALLEY WC - FONTANA,SAN BERNARDINO,237300,47150,237300,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3910006,STOCKTON EAST WATER DISTRICT,SAN JOAQUIN,50,3,50,"Groundwater & GWUDI,Surface Water"
CA4010003,SAN MIGUELITO MWC,SAN LUIS OBISPO,1600,688,1600,"Consecutive Connections,Groundwater & GWUDI"
CA4010005,OCEANO COMM SERVICES DIST.,SAN LUIS OBISPO,7601,2228,7601,"Consecutive Connections,Groundwater & GWUDI"
CA4010006,CAYUCOS BEACH MUTUAL WATER COMPANY,SAN LUIS OBISPO,2369,778,2369,"Consecutive Connections,Groundwater & GWUDI"
CA4010008,PISMO BEACH WATER DEPARTMENT,SAN LUIS OBISPO,8036,5307,8036,"Consecutive Connections,Groundwater & GWUDI"
CA1510039,CWS SOUTHLAKE SYSTEM,KERN,1125,817,1125,"Consecutive Connections,Groundwater & GWUDI"
CA3710002,VALLECITOS WD,SAN DIEGO,111000,22183,111000,Consecutive Connections
CA3910011,"TRACY, CITY OF",SAN JOAQUIN,94538,26810,94538,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3910022,LITTLE POTATO SLOUGH MUTUAL,SAN JOAQUIN,1510,202,1510,Surface Water
CA3700936,RANCHO ESTATES MUTUAL WATER CO.,SAN DIEGO,200,90,200,"Consecutive Connections,Groundwater & GWUDI"
CA3610051,VALLEY OF ENCHANTMENT MWC,SAN BERNARDINO,1992,823,1992,"Consecutive Connections,Groundwater & GWUDI"
CA3710010,HELIX WATER DISTRICT,SAN DIEGO,277418,56566,277418,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4010080,NACIMIENTO WATER PROJECT,SAN LUIS OBISPO,0,7,0,Surface Water
CA3610062,RUNNING SPRINGS WATER DISTRICT,SAN BERNARDINO,5268,3005,5268,"Consecutive Connections,Groundwater & GWUDI"
CA3710020,"SAN DIEGO, CITY OF",SAN DIEGO,1374790,282245,1374790,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3710021,SAN DIEGUITO WD,SAN DIEGO,40103,12104,40103,Consecutive Connections
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,SAN MATEO,68,13,68,Surface Water
CA4100540,OKU INCORPORATED,SAN MATEO,35,10,35,"Groundwater & GWUDI,Surface Water"
CA4110001,MID-PENINSULA WATER DISTRICT,SAN MATEO,28050,8117,28050,Consecutive Connections
CA4110002,CITY OF BRISBANE,SAN MATEO,3385,1290,3385,Consecutive Connections
CA3710025,SWEETWATER AUTHORITY,SAN DIEGO,189371,33424,189371,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA3610109,SHEEP CREEK WATER COMPANY,SAN BERNARDINO,3954,1198,3954,"Consecutive Connections,Groundwater & GWUDI"
CA3810008,THOMAS SHAFT WHOLESALE,SAN JOAQUIN,1,1,1,Consecutive Connections
CA3810702,TREASURE ISLAND,SAN FRANCISCO,3214,186,3214,Consecutive Connections
CA3910012,CITY OF STOCKTON,SAN JOAQUIN,183046,50129,183046,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4110016,TOWN OF HILLSBOROUGH,SAN MATEO,11387,4302,11387,Consecutive Connections
CA3900543,MAURLAND MANOR WATER SYSTEM,SAN JOAQUIN,92,28,92,Consecutive Connections
CA3710750,NAS NORTH ISLAND & NAB CORONADO,SAN DIEGO,36500,1385,36500,Consecutive Connections
CA4010001,CITY OF ARROYO GRANDE UTILITIES DIVISION,SAN LUIS OBISPO,17963,6844,17963,"Consecutive Connections,Groundwater & GWUDI"
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,SAN BERNARDINO,1818,777,1818,"Consecutive Connections,Groundwater & GWUDI"
CA3810001,SAN FRANCISCO REGIONAL WATER SYSTEM,SAN FRANCISCO,600,257,600,"Groundwater & GWUDI,Surface Water"
CA4210030,CENTRAL COAST WATER AUTHORITY,SANTA BARBARA,0,10,0,Surface Water
CA3810700,PRESIDIO OF SAN FRANCISCO,SAN FRANCISCO,3500,1219,3500,"Consecutive Connections,Surface Water"
CA4300521,KENNON WATER COMPANY,SANTA CLARA,142,43,142,Consecutive Connections
CA4000222,AVILA BEACH COMMUNITY SERVICES DISTRICT,SAN LUIS OBISPO,1630,388,1630,Consecutive Connections
CA4200721,NAPLES,SANTA BARBARA,66,23,66,Surface Water
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,SANTA CLARA,280,50,280,Consecutive Connections
CA4010012,HERITAGE RANCH CSD,SAN LUIS OBISPO,2981,1967,2981,Surface Water
CA3700859,RANCHO DEL CAMPO WATER SYSTEM,SAN DIEGO,290,110,290,"Consecutive Connections,Groundwater & GWUDI"
CA4010015,MORRO ROCK MUTUAL WATER CO,SAN LUIS OBISPO,1874,650,1874,"Consecutive Connections,Groundwater & GWUDI"
CA4010027,NACIMIENTO WATER COMPANY,SAN LUIS OBISPO,2181,661,2181,Surface Water
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,SAN JOAQUIN,69,21,69,Consecutive Connections
CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,41079,9828,41079,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4300716,LUPIN LODGE,SANTA CLARA,300,30,300,"Groundwater & GWUDI,Spring Water,Surface Water"
CA4300741,MIREVAL IMPROVEMENT ASSOCIATION,SANTA CLARA,60,15,60,Consecutive Connections
CA4210010,CITY OF SANTA BARBARA WATER DEPARTMENT,SANTA BARBARA,98420,27358,98420,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4210016,GOLDEN STATE WATER COMPANY - ORCUTT,SANTA BARBARA,33364,11854,33364,"Consecutive Connections,Groundwater & GWUDI"
CA4210024,LA CUMBRE MUTUAL WATER CO,SANTA BARBARA,4861,1469,4861,"Consecutive Connections,Groundwater & GWUDI"
CA4300516,ALDERCROFT HEIGHTS COUNTY WATER DISTRICT,SANTA CLARA,338,116,338,"Groundwater & GWUDI,Surface Water"
CA4010011,MORRO BAY PW DEPT - WATER DIVISION,SAN LUIS OBISPO,15581,5654,15581,"Consecutive Connections,Groundwater & GWUDI"
CA3710008,FALLBROOK PUD,SAN DIEGO,35237,9167,35237,"Consecutive Connections,Groundwater & GWUDI"
CA4310005,CITY OF MILPITAS,SANTA CLARA,77961,15696,77961,"Consecutive Connections,Groundwater & GWUDI"
CA4110006,CALIFORNIA WATER SERVICE - BEAR GULCH,SAN MATEO,60903,18550,60903,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,SANTA CLARA,37991,2201,37991,"Consecutive Connections,Groundwater & GWUDI"
CA4310027,SANTA CLARA VALLEY WATER DISTRICT,SANTA CLARA,0,1,0,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4110012,CUESTA LA HONDA GUILD INC,SAN MATEO,832,297,832,"Groundwater & GWUDI,Surface Water"
CA4010901,SLOCSA #10A - CAYUCOS,SAN LUIS OBISPO,1200,784,1200,Consecutive Connections
CA3710707,USN SAN CLEMENTE ISLAND,SAN DIEGO,670,267,670,Consecutive Connections
CA4300997,NASA AMES RESEARCH CENTER,SANTA CLARA,5300,300,5300,Consecutive Connections
CA4110011,COASTSIDE COUNTY WATER DISTRICT,SAN MATEO,18839,6571,18789,"Groundwater & GWUDI,Surface Water"
CA4310012,CITY OF SANTA CLARA,SANTA CLARA,130746,25829,130746,"Consecutive Connections,Groundwater & GWUDI,Hauled Water"
CA4110021,ESTERO MUNICIPAL IMPROVEMENT DISTRICT,SAN MATEO,36556,8022,36556,Consecutive Connections
CA4110024,CITY OF EAST PALO ALTO,SAN MATEO,29519,3906,29519,"Consecutive Connections,Groundwater & GWUDI"
CA3910015,CITY OF LATHROP,SAN JOAQUIN,35080,9893,35080,"Consecutive Connections,Groundwater & GWUDI"
CA3910803,CDCR CALIFORNIA HEALTH CARE FACILITY,SAN JOAQUIN,7100,79,7100,Consecutive Connections
CA4400595,VILLA DEL MONTE MWC,SANTA CRUZ,419,127,419,"Consecutive Connections,Surface Water"
CA4210700,"AMERICAN WATER O&M, LLC - VSFB",SANTA BARBARA,14971,1161,14971,"Consecutive Connections,Groundwater & GWUDI"
CA4300522,LAKE CANYON MUTUAL WATER COMPANY,SANTA CLARA,156,56,156,"Spring Water,Surface Water"
CA4000716,AVILA VALLEY MUTUAL WATER CO,SAN LUIS OBISPO,75,29,75,"Consecutive Connections,Groundwater & GWUDI"
CA4210001,CARPINTERIA VALLEY WATER DISTRICT,SANTA BARBARA,15996,4450,15996,"Consecutive Connections,Groundwater & GWUDI"
CA4410014,SAN LORENZO VALLEY WATER DIST,SANTA CRUZ,21145,6467,21145,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4010016,LOS OSOS COMMUNITY SERVICES DISTRICT,SAN LUIS OBISPO,7086,2776,7086,"Consecutive Connections,Groundwater & GWUDI"
CA4010026,NIPOMO COMM SERVICES DIST,SAN LUIS OBISPO,13771,4501,13771,"Consecutive Connections,Groundwater & GWUDI"
CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,SAN LUIS OBISPO,47653,16596,47653,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4300909,LICK OBSERVATORY-UCSC,SANTA CLARA,284,32,284,Surface Water
CA4010022,LOPEZ PROJECT,SAN LUIS OBISPO,0,31,0,"Consecutive Connections,Surface Water"
CA4010830,CALIFORNIA MENS COLONY,SAN LUIS OBISPO,15000,12,15000,"Consecutive Connections,Surface Water"
CA4010028,SLO CSA NO. 16 - SHANDON,SAN LUIS OBISPO,1085,359,1085,"Consecutive Connections,Groundwater & GWUDI"
CA4010832,ATASCADERO STATE HOSPITAL,SAN LUIS OBISPO,4100,875,4100,"Consecutive Connections,Groundwater & GWUDI"
CA4310014,CITY OF SUNNYVALE,SANTA CLARA,156234,29156,155567,"Consecutive Connections,Groundwater & GWUDI"
CA4100539,KINGS MOUNTAIN PARK MUTUAL,SAN MATEO,66,23,66,"Consecutive Connections,Surface Water"
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,SANTA CLARA,68,23,68,"Consecutive Connections,Groundwater & GWUDI"
CA3910002,SAN JOAQUIN COUNTY - COLONIAL HEIGHTS,SAN JOAQUIN,1841,559,1841,Consecutive Connections
CA4110009,CALIFORNIA WATER SERVICE-S SAN FRANCISCO,SAN MATEO,63439,16454,63439,"Consecutive Connections,Groundwater & GWUDI"
CA3910004,"LODI, CITY OF",SAN JOAQUIN,68272,29421,68272,"Groundwater & GWUDI,Surface Water"
CA4110010,MONTARA WATER AND SANITARY DISTRICT,SAN MATEO,6034,1684,5298,"Groundwater & GWUDI,Surface Water"
CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,35453,10461,35453,Consecutive Connections
CA4110008,CALIFORNIA WATER SERVICE - SAN MATEO,SAN MATEO,102663,25435,102663,Consecutive Connections
CA4400598,"PURESOURCE WATER, INC",SANTA CRUZ,204,77,204,"Consecutive Connections,Groundwater & GWUDI"
CA4110013,CITY OF DALY CITY,SAN MATEO,108599,23428,108599,"Consecutive Connections,Groundwater & GWUDI"
CA4400617,SUMMIT WEST MUTUAL WATER CO.,SANTA CRUZ,479,145,479,Consecutive Connections
CA4110025,NORTH COAST COUNTY WATER DIST,SAN MATEO,38546,11905,38546,Consecutive Connections
CA4510005,CITY OF REDDING,SHASTA,87741,30580,87741,"Groundwater & GWUDI,Surface Water"
CA4310009,CITY OF PALO ALTO,SANTA CLARA,67973,19975,67973,"Consecutive Connections,Groundwater & GWUDI"
CA4310020,CITY OF SAN JOSE - EVG/EDV/COY,SANTA CLARA,98198,24020,98198,"Consecutive Connections,Groundwater & GWUDI"
CA4510013,SHASTA C.S.D.,SHASTA,1584,944,1584,Surface Water
CA4400559,SUMMIT MUTUAL WATER COMPANY,SANTA CRUZ,152,54,152,Surface Water
CA4400571,DAVENPORT COUNTY SANITATION,SANTA CRUZ,350,108,350,Surface Water
CA4810009,CITY OF DIXON,SOLANO,11784,3571,11784,"Consecutive Connections,Groundwater & GWUDI"
CA4400604,BRACKEN BRAE COUNTRY CLUB,SANTA CRUZ,54,24,54,"Consecutive Connections,Groundwater & GWUDI,Surface Water"
CA4410011,"WATSONVILLE, CITY OF",SANTA CRUZ,65231,14470,65231,"Groundwater & GWUDI,Surface Water"
CA4810024,SID - BLUE RIDGE OAKS,SOLANO,63,19,63,Consecutive Connections
CA4700503,CALLAHAN WATER DISTRICT,SISKIYOU,70,31,70,Surface Water
CA4810701,CALIFORNIA WATER SERVICE CO.-TRAVIS AFB,SOLANO,18111,1,18111,"Consecutive Connections,Groundwater & GWUDI"
CA4400621,RIVER GROVE MUTUAL WATER ASSN,SANTA CRUZ,54,25,54,Surface Water
CA4710010,"TULELAKE, CITY OF",SISKIYOU,966,473,966,"Groundwater & GWUDI,Surface Water"
CA4210004,GOLETA WATER DISTRICT,SANTA BARBARA,84462,16414,84462,"Consecutive Connections,Groundwater & GWUDI,Hauled Water,Surface Water"
CA4410008,"MT. HERMON ASSOCIATION, INC.",SANTA CRUZ,2850,494,2850,"Consecutive Connections,Groundwater & GWUDI"
CA4010002,ATASCADERO MUTUAL WATER CO,SAN LUIS OBISPO,30457,10878,30457,"Consecutive Connections,Groundwater & GWUDI"
CA4210013,SOLVANG WATER DIVISION,SANTA BARBARA,6126,2190,6126,"Consecutive Connections,Groundwater & GWUDI"
CA4300526,OAKMONT WATER SYSTEM,SANTA CLARA,61,26,73,Consecutive Connections
CA4210020,SANTA YNEZ RIVER WATER CONS. DIST. ID#1,SANTA BARBARA,7022,2626,7022,"Consecutive Connections,Groundwater & GWUDI"
CA4210021,GOLDEN STATE WATER COMPANY - TANGLEWOOD,SANTA BARBARA,1970,453,1970,"Consecutive Connections,Groundwater & GWUDI"
CA4010025,SLO CWD NO. 10 - CAYUCOS WTP,SAN LUIS OBISPO,0,3,0,"Groundwater & GWUDI,Surface Water"
